name,whisky_type,volume(cl),alcohol(%),alcohol_density,price(£),price_per_cl,style_body,style_richness,style_smoke,style_sweetness,country,region,casktype,cask_group,bottler,bottler_group,is_independent,colouring,age,vintage,bottling_decade,is_vintage,has_age,has_bottling_decade,is_nas,characters,nose,palate,finish,food_paring,reviews,is_no_note,url,strong_smoke,style_missing,flavour_note,smoky_family,fruity_family,floral_family,herbal_family,sweet_family,nutty_family,spicy_family,woody_family,earthy_family,malty_family,creamy_family,wine_family,marine_family,other_family,body_tag,richness_tag,smoke_tag,sweetness_tag,flavour_pattern,family_combo,F1,F2
Cutty Sark 12 Year Old,blended,70.0,40.0,2800.0,31.75,0.4535714285714285,3.0,2.0,0.0,3.0,scotland,unknown_scotland,not specified,unknown,,distillery bottling,0,Unknown,12.0,,,0,1,0,0,"Clove, Ginger, Dried Fruit, Marmalade, Pineapple, Salt (powder)",no description,no description,no description,,"Such a good whisky, lovely fruity fresh flavours, with a depth that reveals more - a leading whisky and thoroughly recommended at a bargain price",0,https://www.thewhiskyexchange.com/p/67623/cutty-sark-12-year-old,0,0,"Clove, Ginger, Dried Fruit, Marmalade, Pineapple, Salt (powder)",0,1,0,0,0,0,1,0,0,0,0,0,0,0,medium,round,non,balanced,medium_round_non_balanced,"('fruity', 'spicy')",-0.22655563142177113,-0.2376593194908366
Johnnie Walker Double Black,blended,70.0,40.0,2800.0,36.75,0.525,2.0,3.0,2.0,2.0,scotland,unknown_scotland,not specified,unknown,,distillery bottling,0,True,,,,0,0,0,1,"Smoke, Oak, Tar, Honey, Apple, Sultana","Fairly light but oily, with dry oak, honey and gently stony smoke.","The flavour is full bodied and complex with the signature Johnnie Walker peat smoke shining brightly through rich raisins and sultanas. Apples, pears and orange zest bring freshness while creamy vanilla and spice bring a softness and sweetness to the tongue.",The long warming finish combines spicy oak tannins and lingering smoke.,"Bbq Ribs, Vegetable Tagine, Burgers","One of my favourite. || Bought it on special here in Australia. Good to drink after a day at work, the oakiness at the finish is worth the 30 quid I paid for it. || 100% satisfaction with any Johnnie Walker whiskey. Gold reserve still remains a firm leader though || It is a great whisky, it is like a less smooth JW Black Label with more smoke, not my first choice but excellent nontheless. || It is a very smooth and delicious whisky",0,https://www.thewhiskyexchange.com/p/15667/johnnie-walker-double-black,0,0,"Smoke, Oak, Tar, Honey, Apple, Sultana Fairly light but oily, with dry oak, honey and gently stony smoke. The flavour is full bodied and complex with the signature Johnnie Walker peat smoke shining brightly through rich raisins and sultanas. Apples, pears and orange zest bring freshness while creamy vanilla and spice bring a softness and sweetness to the tongue. The long warming finish combines spicy oak tannins and lingering smoke.",1,1,0,0,1,0,1,1,0,0,1,0,0,1,medium,round,light_smoke,balanced,medium_round_light_smoke_balanced,"('smoky', 'fruity', 'sweet', 'spicy', 'woody', 'creamy', 'other')",-1.316344542446005,1.2101765751401037
Pig's Nose,blended,70.0,40.0,2800.0,22.95,0.3278571428571428,,,,,scotland,unknown_scotland,not specified,unknown,,distillery bottling,0,True,5.0,,,0,1,0,0,no description,no description,no description,no description,,"Very smooth and damm nice. || yes, for a non whisky drinker having tried over a dozen or so pigs nose is as described.
a smooth soft finish yet still has the sting on the lips and gums of a spirit making you know your drinking a proper whisky. Whould def consider buying a bottle, || Pleasant, malty, sweetish, smooth, easy-going. Try it from your coffee cup - short, black, Ethiopia, for example. Very nice! || Young, earthy and sweet, easy drinking whisky || This is just an easy dram. It may not be the most refined spirit but, but it’s comforting to enjoy.",1,https://www.thewhiskyexchange.com/p/5329/pigs-nose,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Ballantine's Finest True Music Icons Queen Edition,blended,70.0,40.0,2800.0,24.95,0.3564285714285714,3.0,3.0,1.0,3.0,scotland,unknown_scotland,not specified,unknown,,distillery bottling,0,Unknown,,,,0,0,0,1,"Heather, Honey, Cinnamon, Clove, Milk Chocolate, Apple",no description,no description,no description,,"I bought this as a gift for my partner who is a massive Queen fan. It won't be drunk, but displayed with his collection.",0,https://www.thewhiskyexchange.com/p/72610/ballantines-finest-true-music-icons-queen-edition,0,0,"Heather, Honey, Cinnamon, Clove, Milk Chocolate, Apple",0,1,1,0,1,0,1,0,0,0,0,0,0,0,medium,round,light_smoke,balanced,medium_round_light_smoke_balanced,"('fruity', 'floral', 'sweet', 'spicy')",-0.10011350072649716,0.1929127450350184
Bell's Original,blended,70.0,40.0,2800.0,19.75,0.2821428571428571,1.0,2.0,1.0,1.0,scotland,unknown_scotland,not specified,unknown,,distillery bottling,0,True,,,,0,0,0,1,"Mixed Herb, Malt, Heather, Honey, Oak",no description,no description,no description,,"Smashing || Seriously, if you drink Scotch and Dry Ginger Ale, this is the prefect mixer!  Why pay any more? || Surprised by how much I enjoyed a dram of Bell's when I tried it for the first time in a long time recently...really enjoyed the smoky, fruity, malty flavours.  Everyone has their own palate and taste and this works for me, especially after a cold walk over the hills on a rainy day. || Pleasantly surprised. I usually drink single malts - Macallan Gold a favourite - but recently thought I'd revisit some of the blended whiskeys I drank many years ago. Haven't drank Bells since the 70s and wasn't expecting too much. But I am actually enjoying it. Certainly excellent value for money. But one mans meat is another mans poison. || Have had it before in England is to the reason I ordered it. Still waiting for my shipment to arrive.",0,https://www.thewhiskyexchange.com/p/423/bells-original,0,0,"Mixed Herb, Malt, Heather, Honey, Oak",0,0,1,0,1,0,0,1,0,0,0,0,0,0,light,round,light_smoke,dry,light_round_light_smoke_dry,"('floral', 'sweet', 'woody')",-2.6836607348067467,1.3251100442281476
Johnnie Walker Gold Label Reserve,blended,70.0,40.0,2800.0,49.75,0.7107142857142857,2.0,2.0,1.0,3.0,scotland,unknown_scotland,not specified,unknown,,distillery bottling,0,True,,,,0,0,0,1,"Caramel, Honeysuckle, Vanilla, Butterscotch, Smoke","Honey, vanilla cream, sherry-style dried fruits and notes of biscuits.","Luxuriously smooth, creamy and delicately honeyed with lingering waves of wood, fruit and light, sweet smoke. A multi-layered blend of sweet fruits and creaminess that evokes deeper honey tones.",Lingering waves of wood and light west-coast smoke.,"Fish And Chips, Dim Sum, Turkey","Very good . So happy with it, that I will not exite to place another order when my finances improves. || This with the 18 offer the best value in the range. One of the smoothest whiskies you can buy, with nice traces of toffee, dried fruit (sherry)and hint of smoke from the malt. Made with Clynelish has more depth than the thinner tasting black label. Hence it costs more. But still a good price. Most will struggle not to like this. || Robust nose, fairly full palate. However the finish is bitter - and not very pleasantly so. I believe Black Label is a better choice for the price, and Green Label infinitely better. || This tastes great but doesn't smell very good. The blenders need to make a change or two. The old Gold Label that was an 18 year old was in a different league. || Excellent very smooth . It’s that good my wife drinks it all and she doesn’t like whisky.",0,https://www.thewhiskyexchange.com/p/17271/johnnie-walker-gold-label-reserve,0,0,"Caramel, Honeysuckle, Vanilla, Butterscotch, Smoke Honey, vanilla cream, sherry-style dried fruits and notes of biscuits. Luxuriously smooth, creamy and delicately honeyed with lingering waves of wood, fruit and light, sweet smoke. A multi-layered blend of sweet fruits and creaminess that evokes deeper honey tones. Lingering waves of wood and light west-coast smoke.",0,0,1,0,1,0,0,1,0,0,1,1,0,1,medium,round,light_smoke,balanced,medium_round_light_smoke_balanced,"('floral', 'sweet', 'woody', 'creamy', 'wine', 'other')",-1.4074819627530264,0.19189324780532277
Whyte & Mackay Triple Matured,blended,70.0,40.0,2800.0,21.5,0.3071428571428571,,,,,scotland,unknown_scotland,not specified,unknown,,distillery bottling,0,Unknown,,,,0,0,0,1,no description,no description,no description,no description,,"Good whiskey at a very good price. I take it with a splash of sparkling water. || Very good entry level. Transition from sweet to bitter good length and lasts long time after left mouth. I'm not into peat! Doesn't need water. Good room temperature. || For the price, this was very tasty and drinkable. I was surprised that it was very drinkable neat and on the rocks, whereas others in the same price range were not (JW Red, for example). Very good value for money. || Very smooth and tasty!! || It's a lovely drink!",1,https://www.thewhiskyexchange.com/p/34751/whyte-mackay-triple-matured,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
John Walker & Sons King George V,blended,70.0,43.0,3010.0,550.0,7.857142857142857,3.0,4.0,0.0,2.0,scotland,unknown_scotland,not specified,unknown,,distillery bottling,0,True,,,,0,0,0,1,"Vanilla, Toffee, Honey, Salt (powder), Oak","Profound smoky initial aroma followed by sweet, fresh fruit (apples, pears, bananas) malt characteristics; developing into rich dried fruit/spicy complexity (raisins, figs, cinnamon).","Smooth with a rich, fruity sweetness. Warming with subtle flavours of sandalwood and smoke.",Mouthwarming and lingering rich peaty finish.,,"Bought this for my dad's 80th birthday. He's been a scotch drinker his adult life. He's tasted some fine scotch in his time. He would break out the bottle of Blue on special occasions. When he tasted this, he closed his eyes, grinned, and said ""that is the nicest tasting scotch whiskey I've ever had"". Me too. || Wow! || The best you can try || Taste of heaven || Johnny Walker has only the best. Plus King George was my 2nd Great Grandfather so to have a bottle named after my ancestor is a treat indeed. Thank you for remembering my family.",0,https://www.thewhiskyexchange.com/p/7633/john-walker-sons-king-george-v,0,0,"Vanilla, Toffee, Honey, Salt (powder), Oak Profound smoky initial aroma followed by sweet, fresh fruit (apples, pears, bananas) malt characteristics; developing into rich dried fruit/spicy complexity (raisins, figs, cinnamon). Smooth with a rich, fruity sweetness. Warming with subtle flavours of sandalwood and smoke. Mouthwarming and lingering rich peaty finish.",1,1,0,0,1,0,1,1,0,0,0,0,0,1,medium,rich,non,balanced,medium_rich_non_balanced,"('smoky', 'fruity', 'sweet', 'spicy', 'woody', 'other')",-0.05826212031139696,0.2676794793874264
Famous Grouse,blended,70.0,40.0,2800.0,19.75,0.2821428571428571,,,,,scotland,unknown_scotland,not specified,unknown,,distillery bottling,0,True,,,,0,0,0,1,no description,no description,no description,no description,,"This is my go to whiskey, lovely peaty smell,well balanced,with a hint of smoke,most enjoyable tasting blend,would recommend to any whiskey lover, || Grainy, young and sweet blended scotch . Like to know which distilleries supply the chain to blend this saturated whisky demand. Enjoy as a mixer/ cocktail . As neat OK for the price of £16. || Simply a classic. The proletariat everyday blended Scotch that's kept me warm many a winter night. || The only whisky I will have.. After the evening meal and end of the day what better that a famous grouse || In my opinion one of the best low price blends around. It's balanced offering a bit of everything, in nose the candy fruit and the vanilla are predominant over a wood basis and a smoke hint, in mouth is sweet, more caramel than vanilla, the oak improved its presence and in the end you can actually note the sherry cask which is a superb plus at this price. A good and economic choice to share with friends or for a crowded party instead the usual blends.",1,https://www.thewhiskyexchange.com/p/497/famous-grouse,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Cutty Sark,blended,70.0,40.0,2800.0,23.95,0.3421428571428571,,,,,scotland,unknown_scotland,not specified,unknown,,distillery bottling,0,True,,,,0,0,0,1,no description,no description,no description,no description,,"Great for everyday aperitif. I tried it iced and with club soda but overall I prefer it with just a dram of tap water. This is when the flavor of the brew comes through the best, as far as I'm concerned. || I Have personally tried Cuttys 35 year old scotch it was in a decanter bottle Waterford crystal I believe in a mahogany case I only wish I could come across that another bottle this was back in 1985 || this is the best blended scotch for the money ,,,irresistible and seamless blend of flavors that are clear and easy to distinguish... || Fantastic whiskey, first seen the brand while watching Goodfellas & again more recently was mentions in series 3 of the new Cobra Kai! A man’s man drink || Tried it straight today, will have to mix it to see if i am able to get thru the bottle without dumping it. Taste is good but the entry nose is too sickening sweet and comes back as an aftertaste. I prefer j&b.",1,https://www.thewhiskyexchange.com/p/459/cutty-sark,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Royal Salute 21 Year Old Signature Blend,blended,70.0,40.0,2800.0,190.0,2.7142857142857144,,,,,scotland,unknown_scotland,not specified,unknown,,distillery bottling,0,Unknown,21.0,,,0,1,0,0,no description,no description,no description,no description,,,1,https://www.thewhiskyexchange.com/p/81827/royal-salute-21-year-old-signature-blend,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Johnnie Walker Red Label,blended,70.0,40.0,2800.0,22.75,0.325,,,,,scotland,unknown_scotland,not specified,unknown,,distillery bottling,0,True,,,,0,0,0,1,no description,"Hints of fresh apple, pear and the spark of zest from the elegant Speyside malts.","Fruity sweetness, cinnamon and pepper crackling on the centre of your tongue.","A sophisticated, smoky finish - the signature of all Johnnie Walker blends.","Fish And Chips, Chinese","Johnnie Walker Red Label is a great mixer, especially with coke. Quite light with a smoky finish, you can try it with ice. Good beginner and party whisky. || A good whiskey for beginners, light and smooth yet delicious. || I like it. Haven't tried it in years, but went back out of necessity, and it is smooth, has peat, and it's sweet/creamy. If this is ur style, then this is the best budget scotch I have found, and I've tried them all. It is cheaper than Wild Turkey 101 where I am and easier to find. I think it's less harsh, too. || Always fancied trying red label as I liked black label so much. No complaints I really like it would recommend.",0,https://www.thewhiskyexchange.com/p/562/johnnie-walker-red-label,0,1,"Hints of fresh apple, pear and the spark of zest from the elegant Speyside malts. Fruity sweetness, cinnamon and pepper crackling on the centre of your tongue. A sophisticated, smoky finish - the signature of all Johnnie Walker blends.",1,1,0,0,0,0,1,0,0,0,0,0,0,1,,,,,,,,
Compass Box Glasgow Blend,blended,70.0,43.0,3010.0,41.5,0.5928571428571429,,,,,scotland,unknown_scotland,not specified,unknown,compass box,compass box,1,Unknown,,,,0,0,0,1,"Fruit Cake, Salt (powder), Smoke, Cinnamon, Vanilla, Nutmeg",no description,no description,no description,,Wonderful. Light to medium smoke with a sherry bomb finish. Rich and smooth.,0,https://www.thewhiskyexchange.com/p/58759/compass-box-glasgow-blend,0,1,"Fruit Cake, Salt (powder), Smoke, Cinnamon, Vanilla, Nutmeg",0,0,0,0,1,0,1,0,0,0,0,0,0,0,,,,,,,,
J&B 15 Year Old ReserveLitre,blended,100.0,40.0,4000.0,74.95,0.7495,3.0,4.0,1.0,3.0,scotland,unknown_scotland,not specified,unknown,,distillery bottling,0,True,15.0,,,0,1,0,0,"Dried Fruit, Vanilla, Apple, Oak, Smoke",no description,no description,no description,,,0,https://www.thewhiskyexchange.com/p/83612/jb-15-year-old-reserve-litre,0,0,"Dried Fruit, Vanilla, Apple, Oak, Smoke",0,1,0,0,1,0,0,1,0,0,0,0,0,0,medium,rich,light_smoke,balanced,medium_rich_light_smoke_balanced,"('fruity', 'sweet', 'woody')",0.0016856100228161775,0.151726513069687
Isle of Skye 8 Year Old Blended Whisky,blended,70.0,40.0,2800.0,22.75,0.325,3.0,3.0,3.0,3.0,scotland,unknown_scotland,not specified,unknown,,distillery bottling,0,Unknown,8.0,,,0,1,0,0,"Heather, Seashell, Toffee, Wildflowers","Stunningly evocative. Deep peaty tones waft from the glass, like the reek from a crofter’s lum. But there is a lot more beyond: the grains intermingle deliciously with oaky, vanilla notes and something malty and even slightly honeyed. The stuff of dreams.","Sweet at first, and remarkably viscous. This seems to be the peat hanging around and there is intense barley sugar and spice.",no description,,"This is a lot like a swift-finishing and watered down Speyside. It's very delicate and doesn't offend like a lot of cheap blends do. Pretty nice nose actually. It actually seems pretty malt heavy. The finish and watery tones to this leave a lot to be desired, though. One of the quickest finishes I've had this year. It is still phenominal for a blend and drinks like a cheap single malt.",0,https://www.thewhiskyexchange.com/p/80101/isle-of-skye-8-year-old-blended-whisky,1,0,"Heather, Seashell, Toffee, Wildflowers Stunningly evocative. Deep peaty tones waft from the glass, like the reek from a crofter’s lum. But there is a lot more beyond: the grains intermingle deliciously with oaky, vanilla notes and something malty and even slightly honeyed. The stuff of dreams. Sweet at first, and remarkably viscous. This seems to be the peat hanging around and there is intense barley sugar and spice.",1,0,1,0,1,0,0,0,0,1,0,0,0,0,medium,round,smoky,balanced,medium_round_smoky_balanced,"('smoky', 'floral', 'sweet', 'malty')",-0.050827460834575976,1.136429338017391
Ballantine's 21 Year Old,blended,70.0,40.0,2800.0,135.0,1.9285714285714288,2.0,2.0,0.0,3.0,scotland,unknown_scotland,not specified,unknown,,distillery bottling,0,Unknown,21.0,,,0,1,0,0,"Honey, Cinnamon, Apple, Dried Fruit, Honeysuckle, Oak",no description,no description,no description,,"I enjoyed this bottle very much.
Smokey nose with a hint of peat. Quite an intense flavour but morish at fhe same time.
Perfect with  côte de boeuf or a rare T-bone steak. || Doesn’t disappoint. Surprisingly full in the mouth for a standard strength dram. Sweet and rich. A counterpoint to the prevailing obsession with single malts.",0,https://www.thewhiskyexchange.com/p/70354/ballantines-21-year-old,0,0,"Honey, Cinnamon, Apple, Dried Fruit, Honeysuckle, Oak",0,1,1,0,1,0,1,1,0,0,0,0,0,0,medium,round,non,balanced,medium_round_non_balanced,"('fruity', 'floral', 'sweet', 'spicy', 'woody')",-1.432124982698987,-0.2798650486858636
Chivas Regal 18 Year OldGift Box,blended,70.0,40.0,2800.0,68.95,0.985,3.0,4.0,1.0,3.0,scotland,unknown_scotland,not specified,unknown,,distillery bottling,0,True,18.0,,,0,1,0,0,"Wildflowers, Smoke, Milk Chocolate, Butterscotch",no description,no description,no description,,"Almost the perfect Scotch. Smooth as silk with no firey aftertaste, Really cannot fault it. just remember to put the top back on the bottle. . . || If a blend can be described in one word it would be Outstanding. On the nose it's subtle aroma fills you up with flavors of sweet oranges, red apples, plump raisins and figs. On the palate it's a wonderful confluence of all the above bodied into a Christmas cake with a very light hint of cinnamon and cappuccino. Marvelous is the word that comes to mind on the very first sip. The first time I had it with a friend we polished the whole bottle off. Since then it has never left my cabinet",0,https://www.thewhiskyexchange.com/p/64986/chivas-regal-18-year-old-gift-box,0,0,"Wildflowers, Smoke, Milk Chocolate, Butterscotch",0,0,0,0,1,0,0,0,0,0,0,0,0,0,medium,rich,light_smoke,balanced,medium_rich_light_smoke_balanced,"('sweet',)",0.0016856100228161775,0.151726513069687
